"","Line","MOTHER","FATHER","PROGRAM","PHENOTYPE","Env","FAMILY","Mother_Father"
"458","13864","579","613","EG2",1.07435668,"10","306","579_613"
"459","12377","579","622","EG2",-2.1823057,"10","296","579_622"
"460","12378","579","622","EG2",-0.2110421,"10","296","579_622"
"461","12379","579","622","EG2",-0.1450178,"10","296","579_622"
"462","12380","579","622","EG2",-1.4424034,"10","296","579_622"
"463","12765","579","622","EG2",-0.5012929,"10","296","579_622"
"464","12766","579","622","EG2",-2.1555109,"10","296","579_622"
"465","12767","579","622","EG2",0.03069144,"10","296","579_622"
"466","12791","579","622","EG2",-0.0874001,"10","296","579_622"
"467","12792","579","622","EG2",-1.506584,"10","296","579_622"
"468","12793","579","622","EG2",-0.993021,"10","296","579_622"
"469","13338","579","622","EG2",-0.6838719,"10","296","579_622"
"470","13339","579","622","EG2",-1.4196406,"10","296","579_622"
"471","13340","579","622","EG2",-1.0615319,"10","296","579_622"
"472","13982","579","622","EG2",-1.4833067,"10","296","579_622"
"473","13983","579","622","EG2",-0.7113336,"10","296","579_622"
"474","13984","579","622","EG2",-1.3514956,"10","296","579_622"
"475","12197","579","627","EG2",-0.927584,"10","347","579_627"
"476","12198","579","627","EG2",-0.3846152,"10","347","579_627"
"477","12199","579","627","EG2",0.05241901,"10","347","579_627"
"478","12200","579","627","EG2",-1.5833143,"10","347","579_627"
"479","12776","579","627","EG2",-1.2078414,"10","347","579_627"
"480","12777","579","627","EG2",-1.0462066,"10","347","579_627"
"481","12778","579","627","EG2",-0.3265174,"10","347","579_627"
"482","12779","579","627","EG2",0.00275209,"10","347","579_627"
"483","12960","579","627","EG2",-0.9153078,"10","347","579_627"
"484","12961","579","627","EG2",-0.9677258,"10","347","579_627"
"485","12962","579","627","EG2",0.7282479,"10","347","579_627"
"486","12963","579","627","EG2",-0.0612182,"10","347","579_627"
"487","13314","579","627","EG2",-0.3198262,"10","347","579_627"
"488","13315","579","627","EG2",-0.0427405,"10","347","579_627"
"489","13316","579","627","EG2",2.10834129,"10","347","579_627"
"490","13317","579","627","EG2",0.86793801,"10","347","579_627"
"491","13820","579","627","EG2",-0.5386525,"10","347","579_627"
"492","13821","579","627","EG2",-2.1519877,"10","347","579_627"
"493","13822","579","627","EG2",-0.8143688,"10","347","579_627"
"494","13823","579","627","EG2",-0.3295476,"10","347","579_627"
"495","12152","582","528","EG2",0.66241792,"10","65","582_528"
"496","12153","582","528","EG2",-0.3528517,"10","65","582_528"
"497","12154","582","528","EG2",-1.2330254,"10","65","582_528"
"498","12155","582","528","EG2",-0.629408,"10","65","582_528"
"499","12302","582","528","EG2",0.44812964,"10","65","582_528"
"500","12303","582","528","EG2",0.46531478,"10","65","582_528"
"501","12304","582","528","EG2",-0.7001584,"10","65","582_528"
"502","12305","582","528","EG2",-0.9351284,"10","65","582_528"
"503","12697","582","528","EG2",-1.4893626,"10","65","582_528"
"504","12698","582","528","EG2",-0.1487272,"10","65","582_528"
"505","12699","582","528","EG2",-0.0002346,"10","65","582_528"
"506","12700","582","528","EG2",-0.6880994,"10","65","582_528"
"507","13531","582","528","EG2",-0.1389576,"10","65","582_528"
"508","13532","582","528","EG2",0.45377337,"10","65","582_528"
"509","13533","582","528","EG2",-1.5660128,"10","65","582_528"
"510","13534","582","528","EG2",-0.334198,"10","65","582_528"
"511","13706","582","528","EG2",0.99379295,"10","65","582_528"
"512","13707","582","528","EG2",-0.0991853,"10","65","582_528"
"513","13708","582","528","EG2",-0.7615017,"10","65","582_528"
"514","13709","582","528","EG2",0.41833958,"10","65","582_528"
"515","12213","582","559","EG2",-2.2561646,"10","119","582_559"
"516","12214","582","559","EG2",0.83578212,"10","119","582_559"
"517","12735","582","559","EG2",-0.1772881,"10","119","582_559"
"518","12736","582","559","EG2",-0.0654132,"10","119","582_559"
"519","12737","582","559","EG2",0.41188007,"10","119","582_559"
"520","12738","582","559","EG2",1.4626679,"10","119","582_559"
"521","13431","582","559","EG2",-0.493022,"10","119","582_559"
"522","13432","582","559","EG2",0.29686839,"10","119","582_559"
"523","13433","582","559","EG2",-2.288531,"10","119","582_559"
"524","13967","582","559","EG2",-0.120634,"10","119","582_559"
"525","13968","582","559","EG2",-1.9488417,"10","119","582_559"
"526","13969","582","559","EG2",1.29825397,"10","119","582_559"
"527","14026","582","559","EG2",-0.9293907,"10","119","582_559"
"528","14027","582","559","EG2",-0.8380755,"10","119","582_559"
"529","14028","582","559","EG2",-1.0688191,"10","119","582_559"
"530","14029","582","559","EG2",0.0846427,"10","119","582_559"
"531","12215","582","567","EG2",1.32487245,"10","80","582_567"
"532","12216","582","567","EG2",1.6762416,"10","80","582_567"
"533","12217","582","567","EG2",-0.4520476,"10","80","582_567"
"534","12889","582","567","EG2",0.82911242,"10","80","582_567"
"535","12890","582","567","EG2",1.10759688,"10","80","582_567"
"536","12891","582","567","EG2",0.04957698,"10","80","582_567"
"537","12892","582","567","EG2",-0.4981035,"10","80","582_567"
"538","13139","582","567","EG2",-0.0962349,"10","80","582_567"
"539","13140","582","567","EG2",-0.0139564,"10","80","582_567"
"540","13141","582","567","EG2",-0.5485694,"10","80","582_567"
"541","13272","582","567","EG2",-2.2585331,"10","80","582_567"
"542","13273","582","567","EG2",0.24260955,"10","80","582_567"
"543","13274","582","567","EG2",1.19988512,"10","80","582_567"
"544","13895","582","567","EG2",-0.5400949,"10","80","582_567"
"545","13896","582","567","EG2",1.10262776,"10","80","582_567"
"546","13897","582","567","EG2",1.21153926,"10","80","582_567"
"547","12658","582","650","EG2",-0.4900429,"10","126","582_650"
"548","12659","582","650","EG2",0.48481891,"10","126","582_650"
"549","12660","582","650","EG2",-1.167635,"10","126","582_650"
"550","12661","582","650","EG2",0.21246709,"10","126","582_650"
"551","12747","582","650","EG2",0.91490765,"10","126","582_650"
"552","12748","582","650","EG2",0.61478646,"10","126","582_650"
"553","12749","582","650","EG2",0.10772805,"10","126","582_650"
"554","12750","582","650","EG2",0.08077666,"10","126","582_650"
"555","13202","582","650","EG2",-1.8340265,"10","126","582_650"
"556","13203","582","650","EG2",2.55276534,"10","126","582_650"
"557","13204","582","650","EG2",-1.8888097,"10","126","582_650"
"558","13205","582","650","EG2",-0.0319267,"10","126","582_650"
"559","13452","582","650","EG2",-0.8643374,"10","126","582_650"
"560","13453","582","650","EG2",-0.7653875,"10","126","582_650"
"561","13454","582","650","EG2",-0.2333914,"10","126","582_650"
"562","13455","582","650","EG2",-0.7764774,"10","126","582_650"
"563","13769","582","650","EG2",0.55731372,"10","126","582_650"
"564","13770","582","650","EG2",0.83762287,"10","126","582_650"
"565","13771","582","650","EG2",1.4126278,"10","126","582_650"
"566","13772","582","650","EG2",-1.6060003,"10","126","582_650"
"567","12286","595","516","EG2",-1.2019331,"10","393","595_516"
"568","12287","595","516","EG2",0.66290111,"10","393","595_516"
"569","12288","595","516","EG2",1.59903202,"10","393","595_516"
"570","12289","595","516","EG2",-0.5785274,"10","393","595_516"
"571","12685","595","516","EG2",-0.1759869,"10","393","595_516"
"572","12686","595","516","EG2",-0.0403607,"10","393","595_516"
"573","12687","595","516","EG2",0.19569606,"10","393","595_516"
"574","12688","595","516","EG2",0.76609287,"10","393","595_516"
"575","12877","595","516","EG2",-0.4064648,"10","393","595_516"
"576","12878","595","516","EG2",-0.1632836,"10","393","595_516"
"577","12879","595","516","EG2",0.43176407,"10","393","595_516"
"578","12880","595","516","EG2",-1.4886508,"10","393","595_516"
"579","13423","595","516","EG2",0.39632814,"10","393","595_516"
"580","13424","595","516","EG2",-1.5884177,"10","393","595_516"
"581","13425","595","516","EG2",-0.5986253,"10","393","595_516"
"582","13426","595","516","EG2",0.97324003,"10","393","595_516"
"583","13988","595","516","EG2",0.07803723,"10","393","595_516"
"584","13989","595","516","EG2",1.48597354,"10","393","595_516"
"585","13990","595","516","EG2",-1.306085,"10","393","595_516"
"586","13991","595","516","EG2",0.24717392,"10","393","595_516"
"587","12205","595","523","EG2",0.12160027,"10","361","595_523"
"588","12206","595","523","EG2",0.11821083,"10","361","595_523"
"589","12207","595","523","EG2",-0.5650124,"10","361","595_523"
"590","12208","595","523","EG2",-0.9631357,"10","361","595_523"
"591","12964","595","523","EG2",-0.6605819,"10","361","595_523"
"592","12965","595","523","EG2",-0.1854048,"10","361","595_523"
"593","12966","595","523","EG2",-0.0413538,"10","361","595_523"
"594","12967","595","523","EG2",0.31880935,"10","361","595_523"
"595","13644","595","523","EG2",0.00547052,"10","361","595_523"
"596","13645","595","523","EG2",0.5567446,"10","361","595_523"
"597","13646","595","523","EG2",-0.5123584,"10","361","595_523"
"598","13650","595","523","EG2",0.36572218,"10","361","595_523"
"599","13651","595","523","EG2",-0.2526287,"10","361","595_523"
"600","13652","595","523","EG2",0.97830931,"10","361","595_523"
"601","14081","595","523","EG2",-1.152465,"10","361","595_523"
"602","14082","595","523","EG2",-0.079546,"10","361","595_523"
"603","14083","595","523","EG2",-0.9404383,"10","361","595_523"
"604","12238","595","615","EG2",0.96265661,"10","392","595_615"
"605","12239","595","615","EG2",-0.7306316,"10","392","595_615"
"606","12240","595","615","EG2",-0.3232598,"10","392","595_615"
"607","12241","595","615","EG2",-1.2381517,"10","392","595_615"
"608","12282","595","615","EG2",-0.3734825,"10","392","595_615"
"609","12283","595","615","EG2",0.70728909,"10","392","595_615"
"610","12284","595","615","EG2",1.11190525,"10","392","595_615"
"611","12285","595","615","EG2",0.27656719,"10","392","595_615"
"612","12846","595","615","EG2",0.01810212,"10","392","595_615"
"613","12847","595","615","EG2",0.15244553,"10","392","595_615"
"614","12848","595","615","EG2",-0.311107,"10","392","595_615"
"615","12849","595","615","EG2",1.22913859,"10","392","595_615"
"616","13441","595","615","EG2",1.54274565,"10","392","595_615"
"617","13442","595","615","EG2",-1.2957658,"10","392","595_615"
"618","13443","595","615","EG2",0.00382863,"10","392","595_615"
"619","13444","595","615","EG2",0.52817283,"10","392","595_615"
"620","13840","595","615","EG2",0.66486648,"10","392","595_615"
"621","13841","595","615","EG2",1.0360904,"10","392","595_615"
"622","13842","595","615","EG2",-1.4491017,"10","392","595_615"
"623","13843","595","615","EG2",0.59181192,"10","392","595_615"
"624","12654","595","650","EG2",0.31500296,"10","399","595_650"
"625","12655","595","650","EG2",-0.6949096,"10","399","595_650"
"626","12656","595","650","EG2",-0.4140515,"10","399","595_650"
"627","12657","595","650","EG2",-0.3643539,"10","399","595_650"
"628","13084","595","650","EG2",0.34155773,"10","399","595_650"
"629","13085","595","650","EG2",-1.5510761,"10","399","595_650"
"630","13086","595","650","EG2",0.67069191,"10","399","595_650"
"631","13087","595","650","EG2",-0.2457393,"10","399","595_650"
"632","13245","595","650","EG2",-1.209058,"10","399","595_650"
"633","13246","595","650","EG2",0.16729021,"10","399","595_650"
"634","13247","595","650","EG2",0.17121037,"10","399","595_650"
"635","13248","595","650","EG2",0.36590391,"10","399","595_650"
"636","13583","595","650","EG2",1.06186281,"10","399","595_650"
"637","13584","595","650","EG2",-0.7735049,"10","399","595_650"
"638","13585","595","650","EG2",1.48903468,"10","399","595_650"
"639","13586","595","650","EG2",1.05943974,"10","399","595_650"
"640","14033","595","650","EG2",-1.1858798,"10","399","595_650"
"641","14034","595","650","EG2",-1.0851663,"10","399","595_650"
"642","12563","607","540","EG2",1.60144458,"10","356","607_540"
"643","12564","607","540","EG2",-1.1334761,"10","356","607_540"
"644","12565","607","540","EG2",0.36581137,"10","356","607_540"
"645","12566","607","540","EG2",-0.1577246,"10","356","607_540"
"646","12582","607","540","EG2",-0.3406911,"10","356","607_540"
"647","12583","607","540","EG2",0.03636903,"10","356","607_540"
"648","12584","607","540","EG2",0.99105691,"10","356","607_540"
"649","12585","607","540","EG2",0.23838553,"10","356","607_540"
"650","13026","607","540","EG2",1.50856063,"10","356","607_540"
"651","13027","607","540","EG2",0.03975394,"10","356","607_540"
"652","13028","607","540","EG2",0.39285326,"10","356","607_540"
"653","13029","607","540","EG2",0.40612746,"10","356","607_540"
"654","13562","607","540","EG2",0.89691869,"10","356","607_540"
"655","13563","607","540","EG2",0.25767157,"10","356","607_540"
"656","13564","607","540","EG2",-0.0707085,"10","356","607_540"
"657","13565","607","540","EG2",-1.0121731,"10","356","607_540"
"658","13754","607","540","EG2",-0.1073514,"10","356","607_540"
"659","13755","607","540","EG2",0.05850839,"10","356","607_540"
"660","13756","607","540","EG2",0.46184538,"10","356","607_540"
"661","13757","607","540","EG2",0.24193808,"10","356","607_540"
"662","12163","613","571","EG2",0.18408049,"10","317","613_571"
"663","12164","613","571","EG2",-2.2704723,"10","317","613_571"
"664","12165","613","571","EG2",-0.2715832,"10","317","613_571"
"665","12166","613","571","EG2",0.60892236,"10","317","613_571"
"666","12298","613","571","EG2",-2.1265348,"10","317","613_571"
"667","12299","613","571","EG2",1.40094162,"10","317","613_571"
"668","12300","613","571","EG2",0.50388171,"10","317","613_571"
"669","12301","613","571","EG2",-1.0019753,"10","317","613_571"
"670","12810","613","571","EG2",0.23607703,"10","317","613_571"
"671","12811","613","571","EG2",-0.7759612,"10","317","613_571"
"672","12812","613","571","EG2",0.73824134,"10","317","613_571"
"673","12813","613","571","EG2",1.50310684,"10","317","613_571"
"674","13616","613","571","EG2",0.51381972,"10","317","613_571"
"675","13617","613","571","EG2",1.37945328,"10","317","613_571"
"676","13618","613","571","EG2",0.26021063,"10","317","613_571"
"677","13619","613","571","EG2",-2.1361977,"10","317","613_571"
"678","13978","613","571","EG2",0.18784252,"10","317","613_571"
"679","13979","613","571","EG2",-1.3201571,"10","317","613_571"
"680","13980","613","571","EG2",-0.4552422,"10","317","613_571"
"681","13981","613","571","EG2",0.51896433,"10","317","613_571"
"682","12486","613","574","EG2",1.74168932,"10","363","613_574"
"683","12487","613","574","EG2",0.44448919,"10","363","613_574"
"684","12488","613","574","EG2",-2.3090264,"10","363","613_574"
"685","12489","613","574","EG2",-0.0063907,"10","363","613_574"
"686","12901","613","574","EG2",0.62097077,"10","363","613_574"
"687","12902","613","574","EG2",1.66905581,"10","363","613_574"
"688","12903","613","574","EG2",0.16599989,"10","363","613_574"
"689","12904","613","574","EG2",1.62833797,"10","363","613_574"
"690","13399","613","574","EG2",1.04657082,"10","363","613_574"
"691","13400","613","574","EG2",0.14807146,"10","363","613_574"
"692","13401","613","574","EG2",-0.3396962,"10","363","613_574"
"693","13402","613","574","EG2",0.3060568,"10","363","613_574"
"694","13460","613","574","EG2",0.86182602,"10","363","613_574"
"695","13461","613","574","EG2",-0.5875197,"10","363","613_574"
"696","13462","613","574","EG2",-1.1154645,"10","363","613_574"
"697","13463","613","574","EG2",1.31081634,"10","363","613_574"
